Attrition,Business,CF Age Band,CF Attrition Lable,Department,Education Field,Emp No,Employee Number,Gender,Job Role,Marital Status,Overtime,Over 18,Training Times,Traning Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Education ,EmployeeCount,Environment Satisfaction,Hourly Rate,Job Involvement,job Level,Job  Satisfaction,Monthly income,Monthly Rate ,Num Companies Worked,Percent Sallary Hike ,Performance Rating Relationship Satisfactior,Standard Hours,Stock Optional Level,total work years,Work
Yes,Corporate,30-39,Attrited,HR,Science,1067,2067,Male,Clerk,Divorced,Yes,Y,10,3,-2,0,36,No,272,41,1,3,1,1,67,1,4,3,6524,5792,10,1,5,80,3,27,91
No,Corporate,20-29,Attrited,Finance,Engineering,1068,2068,Female,Analyst,Single,No,Y,2,5,-2,0,24,Yes,723,4,4,2,1,1,94,1,4,1,15237,1447,1,3,3,80,0,30,62
Yes,Corporate,30-39,Current,R&D,Arts,1069,2069,Female,Analyst,Divorced,Yes,Y,7,4,-2,0,30,Yes,779,42,5,2,1,2,27,4,2,1,6044,2698,10,16,4,80,3,6,76
Yes,Corporate,60-69,Current,R&D,Commerce,1070,2070,Male,Manager,Divorced,No,Y,10,3,-2,0,60,No,256,15,3,2,1,2,39,3,1,2,4539,11719,1,2,2,80,2,39,79
Yes,Corporate,50-59,Current,HR,Commerce,1071,2071,Male,Clerk,Single,No,Y,9,5,-2,0,53,No,519,46,4,2,1,4,31,2,4,1,9317,12923,4,8,5,80,0,6,79
No,Corporate,30-39,Attrited,Finance,Engineering,1072,2072,Female,Analyst,Divorced,No,Y,2,5,-2,0,31,No,455,40,4,3,1,2,99,3,5,3,17761,17178,7,15,5,80,3,17,4
Yes,Corporate,50-59,Attrited,Finance,Science,1073,2073,Male,Executive,Single,No,Y,7,3,-2,0,56,Yes,193,11,1,5,1,3,40,2,5,4,15924,16571,5,5,4,80,0,39,65
No,Corporate,10-19,Attrited,HR,Science,1074,2074,Female,Manager,Single,Yes,Y,7,8,-2,0,19,Yes,249,39,3,1,1,3,92,4,4,4,1941,7647,9,0,2,80,2,30,16
Yes,Corporate,10-19,Current,HR,Science,1075,2075,Female,Analyst,Divorced,No,Y,8,9,-2,0,18,No,507,16,4,5,1,4,68,1,1,4,3310,19351,0,3,3,80,0,31,41
No,Corporate,30-39,Attrited,R&D,Medical,1076,2076,Female,Manager,Single,Yes,Y,3,2,-2,0,34,No,669,35,2,1,1,1,25,1,4,3,5139,1233,0,4,4,80,1,26,99
Yes,Corporate,50-59,Attrited,Sales,Science,1077,2077,Female,Clerk,Single,No,Y,9,0,-2,0,51,No,725,39,5,1,1,4,87,2,1,4,19140,8938,9,22,4,80,3,29,80
Yes,Corporate,30-39,Attrited,HR,Science,1078,2078,Male,Clerk,Married,Yes,Y,1,0,-2,0,32,No,122,45,1,3,1,4,57,4,5,4,11821,5001,10,5,4,80,1,1,8
Yes,Corporate,30-39,Current,HR,Commerce,1079,2079,Male,Engineer,Married,Yes,Y,6,6,-2,0,33,No,548,43,4,2,1,4,85,3,2,2,11847,12345,1,3,2,80,2,30,100
Yes,Corporate,40-49,Current,R&D,Medical,1080,2080,Female,Executive,Single,Yes,Y,9,2,-2,0,48,No,562,19,2,4,1,3,29,1,2,3,11793,11409,9,17,5,80,0,7,18
Yes,Corporate,30-39,Current,HR,Science,1081,2081,Female,Clerk,Single,Yes,Y,8,7,-2,0,33,No,130,33,4,2,1,3,44,1,1,2,13491,13556,7,6,1,80,3,4,78
Yes,Corporate,20-29,Current,R&D,Engineering,1082,2082,Female,Manager,Divorced,No,Y,8,9,-2,0,20,No,950,29,2,1,1,1,87,2,4,2,11327,13605,9,9,2,80,2,8,26
Yes,Corporate,50-59,Attrited,Sales,Arts,1083,2083,Male,Analyst,Divorced,No,Y,5,5,-2,0,50,Yes,844,3,5,1,1,3,81,4,1,1,1827,5453,10,21,4,80,0,7,55
Yes,Corporate,30-39,Current,HR,Arts,1084,2084,Female,Analyst,Divorced,No,Y,2,8,-2,0,30,Yes,204,35,2,3,1,3,65,4,2,2,10506,1083,9,6,4,80,3,12,7
No,Corporate,40-49,Attrited,HR,Engineering,1085,2085,Female,Engineer,Single,No,Y,4,9,-2,0,41,Yes,395,7,2,2,1,1,37,4,2,3,10411,2036,9,22,4,80,2,21,26
No,Corporate,20-29,Attrited,HR,Medical,1086,2086,Female,Engineer,Single,Yes,Y,8,4,-2,0,27,Yes,270,17,3,5,1,4,65,1,4,2,8113,11683,2,20,5,80,2,36,77
No,Corporate,30-39,Current,R&D,Arts,1087,2087,Female,Manager,Single,Yes,Y,9,9,-2,0,30,No,714,33,5,1,1,1,23,3,2,4,13673,4444,6,15,3,80,2,36,53
Yes,Corporate,30-39,Attrited,Finance,Science,1088,2088,Female,Manager,Single,Yes,Y,3,10,-2,0,32,Yes,417,37,5,3,1,4,52,3,1,4,18724,12215,8,24,5,80,3,20,75
Yes,Corporate,40-49,Current,IT,Commerce,1089,2089,Female,Analyst,Divorced,No,Y,1,5,-2,0,41,Yes,528,37,5,5,1,4,57,1,2,1,11047,16300,1,10,3,80,0,31,13
No,Corporate,10-19,Current,IT,Engineering,1090,2090,Male,Engineer,Married,Yes,Y,9,7,-2,0,19,Yes,448,27,4,3,1,2,61,4,1,2,5100,14043,7,16,5,80,2,11,2
Yes,Corporate,20-29,Attrited,IT,Medical,1091,2091,Male,Clerk,Married,Yes,Y,8,9,-2,0,22,Yes,992,8,4,3,1,4,54,3,4,3,9521,8380,3,5,2,80,0,23,9
Yes,Corporate,20-29,Current,HR,Science,1092,2092,Male,Analyst,Married,Yes,Y,6,0,-2,0,21,No,605,24,3,3,1,3,94,3,2,1,12472,9041,9,15,5,80,1,24,2
Yes,Corporate,40-49,Attrited,IT,Medical,1093,2093,Male,Analyst,Single,Yes,Y,10,2,-2,0,40,No,337,20,2,2,1,1,77,1,1,2,10319,2983,9,16,2,80,0,3,36
Yes,Corporate,40-49,Attrited,Finance,Medical,1094,2094,Male,Executive,Married,Yes,Y,4,4,-2,0,49,Yes,185,19,5,1,1,4,43,3,4,1,6091,11806,5,16,4,80,1,2,76
No,Corporate,50-59,Attrited,R&D,Medical,1095,2095,Male,Executive,Single,No,Y,10,1,-2,0,55,Yes,861,3,5,1,1,1,65,1,4,1,5924,15228,8,22,2,80,1,25,18
Yes,Corporate,20-29,Attrited,Sales,Science,1096,2096,Male,Manager,Single,No,Y,5,1,-2,0,28,No,309,40,5,5,1,2,44,3,2,4,5312,12567,3,9,5,80,2,35,45
No,Corporate,20-29,Current,IT,Commerce,1097,2097,Male,Engineer,Single,Yes,Y,10,2,-2,0,26,No,963,48,5,2,1,3,25,4,2,1,15852,17515,8,3,3,80,1,32,26
Yes,Corporate,50-59,Current,R&D,Medical,1098,2098,Male,Engineer,Single,Yes,Y,3,5,-2,0,55,Yes,699,11,2,3,1,1,31,4,3,3,2938,8798,6,4,1,80,1,15,82
Yes,Corporate,10-19,Attrited,Sales,Engineering,1099,2099,Female,Manager,Married,No,Y,10,7,-2,0,18,Yes,196,40,2,2,1,2,78,3,5,1,16298,3560,6,24,3,80,0,4,27
Yes,Corporate,10-19,Attrited,Finance,Science,1100,2100,Male,Analyst,Single,Yes,Y,1,1,-2,0,19,No,267,39,1,5,1,3,29,1,4,2,1687,15844,4,1,3,80,2,22,82
Yes,Corporate,50-59,Attrited,Sales,Science,1101,2101,Female,Clerk,Divorced,Yes,Y,5,2,-2,0,58,No,963,32,1,5,1,4,26,1,3,2,14192,18162,3,13,2,80,1,28,27
No,Corporate,50-59,Attrited,IT,Arts,1102,2102,Female,Engineer,Married,Yes,Y,4,4,-2,0,53,No,424,14,3,1,1,1,42,3,5,2,7659,15261,0,19,5,80,1,25,76
Yes,Corporate,10-19,Current,IT,Science,1103,2103,Female,Manager,Single,No,Y,5,3,-2,0,19,No,768,42,1,1,1,2,36,3,4,3,2783,10451,4,2,4,80,2,11,46
No,Corporate,20-29,Current,R&D,Commerce,1104,2104,Male,Analyst,Divorced,No,Y,9,6,-2,0,22,No,311,49,1,1,1,2,78,1,2,4,1660,6155,8,15,4,80,2,23,4
No,Corporate,10-19,Attrited,HR,Science,1105,2105,Female,Engineer,Married,No,Y,10,0,-2,0,19,Yes,586,19,4,1,1,3,46,1,5,4,14229,2566,0,9,5,80,3,36,98
Yes,Corporate,40-49,Current,Finance,Arts,1106,2106,Male,Engineer,Divorced,No,Y,3,8,-2,0,45,No,988,1,3,3,1,3,85,4,2,3,5903,12763,5,16,1,80,3,0,40
Yes,Corporate,10-19,Attrited,IT,Engineering,1107,2107,Male,Manager,Single,Yes,Y,3,8,-2,0,19,Yes,847,39,5,5,1,1,26,4,3,2,16723,1237,9,13,3,80,1,34,56
Yes,Corporate,30-39,Attrited,IT,Science,1108,2108,Female,Engineer,Single,Yes,Y,4,6,-2,0,38,No,988,1,5,5,1,2,51,2,4,2,12963,5097,7,25,3,80,1,2,11
Yes,Corporate,40-49,Current,Finance,Commerce,1109,2109,Male,Clerk,Divorced,No,Y,1,2,-2,0,42,No,358,34,4,4,1,4,53,2,4,2,3272,4428,9,12,3,80,3,1,71
No,Corporate,50-59,Current,R&D,Science,1110,2110,Male,Analyst,Single,Yes,Y,5,7,-2,0,58,Yes,550,20,5,5,1,3,33,1,3,2,7602,15149,8,13,2,80,2,1,68
Yes,Corporate,50-59,Current,HR,Arts,1111,2111,Female,Executive,Single,Yes,Y,3,4,-2,0,51,No,813,23,5,4,1,1,89,1,4,4,18202,3087,0,3,2,80,3,38,47
No,Corporate,40-49,Current,IT,Medical,1112,2112,Male,Analyst,Divorced,No,Y,3,10,-2,0,40,Yes,673,25,5,2,1,2,63,3,3,2,7895,4921,0,19,2,80,1,38,56
Yes,Corporate,50-59,Current,Sales,Engineering,1113,2113,Male,Analyst,Married,Yes,Y,9,5,-2,0,58,No,615,49,4,4,1,4,86,1,3,2,2755,14773,6,25,3,80,1,40,16
No,Corporate,20-29,Current,R&D,Engineering,1114,2114,Female,Engineer,Single,Yes,Y,3,10,-2,0,29,Yes,846,3,5,5,1,3,63,1,2,3,15018,13804,3,9,5,80,3,31,81
Yes,Corporate,30-39,Current,Finance,Medical,1115,2115,Female,Engineer,Divorced,Yes,Y,9,1,-2,0,37,Yes,416,48,1,5,1,4,23,2,4,3,12116,1225,5,17,4,80,1,7,95
No,Corporate,50-59,Current,Finance,Arts,1116,2116,Male,Clerk,Divorced,Yes,Y,3,0,-2,0,57,No,116,24,5,4,1,3,30,3,5,2,19791,2785,8,1,3,80,2,23,89
Yes,Corporate,60-69,Current,HR,Medical,1117,2117,Male,Manager,Single,No,Y,10,2,-2,0,60,No,398,42,1,5,1,4,28,2,5,4,5734,9944,0,16,1,80,3,18,57
No,Corporate,50-59,Current,IT,Science,1118,2118,Female,Manager,Divorced,Yes,Y,4,5,-2,0,57,Yes,319,13,1,1,1,1,95,1,1,1,7285,9539,8,13,1,80,2,33,17
Yes,Corporate,30-39,Attrited,HR,Engineering,1119,2119,Female,Engineer,Single,No,Y,9,7,-2,0,36,Yes,705,30,5,5,1,4,91,3,4,1,14728,13250,2,10,1,80,1,3,74
No,Corporate,30-39,Current,Sales,Science,1120,2120,Male,Manager,Divorced,No,Y,3,8,-2,0,30,No,929,1,3,4,1,3,45,1,5,3,1554,19894,5,22,4,80,0,5,12
No,Corporate,20-29,Attrited,R&D,Engineering,1121,2121,Male,Manager,Married,No,Y,5,4,-2,0,20,No,677,25,4,1,1,3,97,1,4,3,7871,17318,4,4,5,80,1,14,91
Yes,Corporate,40-49,Attrited,Finance,Commerce,1122,2122,Female,Executive,Divorced,Yes,Y,2,3,-2,0,44,Yes,684,45,3,5,1,2,77,1,4,1,13448,14595,0,15,4,80,1,18,17
Yes,Corporate,60-69,Attrited,IT,Arts,1123,2123,Male,Engineer,Married,No,Y,6,9,-2,0,60,Yes,127,33,3,1,1,4,38,2,4,1,16800,8303,5,21,5,80,1,26,8
Yes,Corporate,40-49,Attrited,R&D,Engineering,1124,2124,Male,Executive,Single,Yes,Y,7,6,-2,0,42,No,752,23,4,5,1,4,62,3,1,4,7207,9891,9,8,3,80,0,16,25
Yes,Corporate,20-29,Attrited,R&D,Science,1125,2125,Female,Manager,Divorced,No,Y,4,0,-2,0,29,No,784,36,3,3,1,3,64,1,4,4,19234,12337,10,7,4,80,0,23,33
Yes,Corporate,20-29,Current,Sales,Medical,1126,2126,Male,Engineer,Single,Yes,Y,10,1,-2,0,27,Yes,976,21,3,2,1,3,51,2,3,2,5519,19626,1,2,2,80,0,21,23
No,Corporate,40-49,Attrited,HR,Engineering,1127,2127,Male,Executive,Married,Yes,Y,2,3,-2,0,47,No,152,25,3,1,1,3,63,2,2,3,8335,7102,0,17,2,80,3,15,13
Yes,Corporate,40-49,Attrited,Sales,Arts,1128,2128,Female,Clerk,Single,Yes,Y,6,4,-2,0,43,Yes,422,39,4,4,1,3,73,2,5,1,7251,10526,4,13,5,80,0,7,20
No,Corporate,20-29,Attrited,IT,Arts,1129,2129,Female,Analyst,Married,No,Y,1,10,-2,0,28,No,663,32,1,4,1,2,63,2,3,3,5739,5308,0,5,2,80,3,30,39
No,Corporate,20-29,Attrited,HR,Arts,1130,2130,Male,Executive,Single,No,Y,10,9,-2,0,29,No,121,23,1,4,1,3,27,3,1,1,13049,6826,10,1,4,80,2,7,48
No,Corporate,30-39,Attrited,Sales,Engineering,1131,2131,Female,Engineer,Married,No,Y,9,10,-2,0,37,No,126,25,2,3,1,4,92,3,4,1,7701,13104,10,1,1,80,1,12,34
No,Corporate,30-39,Attrited,HR,Medical,1132,2132,Male,Manager,Divorced,Yes,Y,2,10,-2,0,30,Yes,625,45,1,3,1,3,86,3,4,4,3462,5288,2,7,1,80,0,18,71
Yes,Corporate,20-29,Attrited,IT,Medical,1133,2133,Male,Clerk,Single,No,Y,8,4,-2,0,23,Yes,436,22,3,2,1,3,82,3,5,2,8087,3625,9,3,1,80,3,6,38
Yes,Corporate,50-59,Current,Sales,Engineering,1134,2134,Female,Executive,Single,Yes,Y,9,0,-2,0,53,No,457,7,3,2,1,1,46,2,3,1,18159,18507,2,24,2,80,3,40,24
No,Corporate,50-59,Current,R&D,Medical,1135,2135,Male,Executive,Divorced,Yes,Y,8,5,-2,0,53,Yes,763,9,1,5,1,1,75,3,1,2,5921,8504,4,1,3,80,0,26,61
No,Corporate,40-49,Current,HR,Medical,1136,2136,Female,Manager,Single,No,Y,8,5,-2,0,47,No,767,42,2,4,1,3,38,2,4,2,17646,19656,4,7,4,80,3,3,99
Yes,Corporate,30-39,Attrited,HR,Science,1137,2137,Female,Engineer,Single,No,Y,9,7,-2,0,38,No,144,39,2,5,1,2,44,1,1,3,1697,7513,4,7,3,80,3,34,1
Yes,Corporate,30-39,Current,R&D,Science,1138,2138,Male,Clerk,Single,Yes,Y,8,8,-2,0,38,No,812,5,1,3,1,4,92,2,5,4,5752,12020,4,24,3,80,1,28,28
Yes,Corporate,20-29,Attrited,R&D,Commerce,1139,2139,Male,Engineer,Single,Yes,Y,10,7,-2,0,25,Yes,526,44,3,3,1,3,97,3,1,1,3719,9576,9,11,5,80,2,31,22
Yes,Corporate,20-29,Attrited,Finance,Engineering,1140,2140,Female,Analyst,Married,Yes,Y,6,9,-2,0,23,Yes,369,22,1,3,1,2,30,4,5,2,14307,16158,3,1,4,80,2,17,94
No,Corporate,40-49,Attrited,R&D,Medical,1141,2141,Female,Clerk,Single,Yes,Y,10,9,-2,0,42,No,627,22,5,3,1,4,72,2,2,3,4559,7049,0,1,3,80,2,11,56
No,Corporate,20-29,Current,IT,Engineering,1142,2142,Male,Executive,Divorced,Yes,Y,4,3,-2,0,23,Yes,579,43,2,4,1,3,55,2,5,3,15034,7611,2,24,3,80,0,33,26
Yes,Corporate,40-49,Attrited,R&D,Science,1143,2143,Female,Clerk,Divorced,No,Y,2,8,-2,0,44,No,139,41,3,2,1,1,28,1,3,1,12729,8816,1,17,5,80,0,28,79
Yes,Corporate,40-49,Current,HR,Commerce,1144,2144,Female,Clerk,Married,Yes,Y,4,9,-2,0,40,Yes,846,48,3,2,1,1,32,1,5,4,9875,2963,1,8,4,80,1,13,89
Yes,Corporate,50-59,Current,R&D,Commerce,1145,2145,Female,Executive,Divorced,Yes,Y,4,2,-2,0,50,Yes,985,23,4,1,1,1,78,2,5,1,19611,6869,1,12,5,80,1,34,60
No,Corporate,50-59,Attrited,Finance,Commerce,1146,2146,Male,Manager,Divorced,No,Y,9,2,-2,0,58,Yes,270,21,5,2,1,4,56,1,4,1,12197,12807,9,23,5,80,2,13,27
Yes,Corporate,20-29,Current,HR,Science,1147,2147,Male,Executive,Divorced,Yes,Y,8,5,-2,0,23,No,348,8,2,5,1,1,60,4,5,4,5771,19623,3,8,1,80,0,3,78
No,Corporate,50-59,Current,HR,Science,1148,2148,Male,Clerk,Married,No,Y,7,1,-2,0,58,No,837,39,3,3,1,1,71,1,3,4,5282,10962,2,16,1,80,2,19,84
No,Corporate,20-29,Attrited,IT,Medical,1149,2149,Male,Clerk,Divorced,No,Y,7,5,-2,0,20,No,456,44,3,5,1,4,84,2,4,4,6825,15025,7,14,3,80,2,38,90
No,Corporate,10-19,Current,IT,Science,1150,2150,Female,Analyst,Married,No,Y,8,10,-2,0,19,Yes,651,45,3,2,1,2,66,3,1,2,1409,5051,0,18,4,80,0,1,39
Yes,Corporate,50-59,Attrited,Finance,Commerce,1151,2151,Male,Analyst,Single,No,Y,6,8,-2,0,59,Yes,533,33,2,2,1,2,29,3,3,1,11601,17092,7,8,2,80,0,31,92
Yes,Corporate,20-29,Current,IT,Arts,1152,2152,Male,Engineer,Single,Yes,Y,10,2,-2,0,23,Yes,160,41,2,2,1,4,26,4,5,3,1903,6178,9,25,1,80,1,25,61
No,Corporate,30-39,Attrited,R&D,Arts,1153,2153,Female,Engineer,Single,No,Y,4,7,-2,0,33,No,447,47,2,4,1,2,57,2,3,1,3002,7330,7,22,3,80,2,24,15
No,Corporate,10-19,Current,IT,Medical,1154,2154,Male,Clerk,Single,Yes,Y,7,7,-2,0,18,Yes,798,41,5,4,1,3,77,1,4,2,11029,14891,5,12,4,80,3,27,56
Yes,Corporate,20-29,Current,R&D,Commerce,1155,2155,Male,Analyst,Divorced,Yes,Y,2,10,-2,0,23,Yes,561,8,5,4,1,2,27,1,5,4,14223,7077,0,18,5,80,1,37,70
Yes,Corporate,30-39,Attrited,Finance,Commerce,1156,2156,Female,Manager,Single,Yes,Y,10,0,-2,0,34,No,838,24,4,3,1,2,34,3,1,3,14474,18423,8,2,2,80,3,23,47
No,Corporate,30-39,Attrited,R&D,Engineering,1157,2157,Male,Manager,Married,Yes,Y,3,10,-2,0,36,Yes,574,23,4,1,1,2,63,2,5,1,14295,1161,8,18,2,80,2,40,29
Yes,Corporate,20-29,Current,Finance,Engineering,1158,2158,Female,Executive,Single,Yes,Y,3,2,-2,0,24,Yes,183,22,4,4,1,4,46,3,2,1,7174,11848,8,4,4,80,1,34,50
Yes,Corporate,20-29,Attrited,Sales,Science,1159,2159,Female,Executive,Single,Yes,Y,7,0,-2,0,20,No,144,23,5,3,1,1,51,1,2,2,13922,5161,10,0,2,80,2,17,82
Yes,Corporate,30-39,Current,Sales,Engineering,1160,2160,Male,Manager,Single,No,Y,3,2,-2,0,31,No,617,15,3,1,1,4,79,2,1,1,18295,16219,7,14,2,80,1,30,44
No,Corporate,50-59,Current,IT,Commerce,1161,2161,Female,Clerk,Divorced,Yes,Y,4,9,-2,0,58,Yes,586,11,4,1,1,1,85,4,4,4,14422,6378,1,15,1,80,3,19,82
Yes,Corporate,20-29,Current,Finance,Commerce,1162,2162,Male,Clerk,Divorced,Yes,Y,4,0,-2,0,27,Yes,830,5,5,5,1,2,93,4,3,3,4842,6004,1,1,3,80,0,40,52
Yes,Corporate,20-29,Attrited,HR,Commerce,1163,2163,Female,Clerk,Married,Yes,Y,7,4,-2,0,21,No,928,14,3,4,1,2,81,3,4,2,15845,14733,1,14,1,80,2,20,57
Yes,Corporate,50-59,Current,R&D,Commerce,1164,2164,Female,Analyst,Divorced,No,Y,8,9,-2,0,53,Yes,240,32,4,2,1,1,58,1,5,1,12447,5993,10,13,4,80,3,1,88
No,Corporate,40-49,Attrited,R&D,Medical,1165,2165,Female,Executive,Single,No,Y,4,2,-2,0,44,Yes,907,14,3,5,1,2,59,3,4,1,10863,15263,4,18,1,80,3,8,5
No,Corporate,20-29,Current,HR,Arts,1166,2166,Female,Engineer,Married,Yes,Y,2,10,-2,0,21,Yes,193,18,2,2,1,1,30,2,4,3,4481,13967,10,18,4,80,2,36,52
Yes,Corporate,30-39,Current,Sales,Arts,1167,2167,Male,Manager,Single,No,Y,1,9,-2,0,32,No,654,6,5,1,1,3,58,2,3,4,7669,11057,1,13,3,80,2,26,53
Yes,Corporate,50-59,Attrited,Finance,Science,1168,2168,Male,Engineer,Married,Yes,Y,5,6,-2,0,51,No,295,16,4,5,1,3,23,3,2,3,18694,18871,2,24,1,80,0,29,23
Yes,Corporate,30-39,Current,R&D,Arts,1169,2169,Female,Clerk,Single,No,Y,4,9,-2,0,38,No,402,35,1,5,1,2,80,3,3,1,5515,5475,4,24,3,80,3,24,96
Yes,Corporate,40-49,Current,Sales,Engineering,1170,2170,Male,Clerk,Divorced,No,Y,3,1,-2,0,48,No,543,5,2,2,1,1,56,1,5,4,10137,10967,1,12,4,80,0,14,45
No,Corporate,20-29,Attrited,IT,Engineering,1171,2171,Female,Executive,Married,No,Y,5,7,-2,0,20,No,141,3,4,5,1,1,30,3,2,3,12288,1355,10,1,4,80,0,8,41
No,Corporate,40-49,Attrited,HR,Commerce,1172,2172,Male,Manager,Divorced,Yes,Y,3,10,-2,0,48,Yes,574,3,2,5,1,2,56,4,1,3,17106,12575,5,20,3,80,0,38,43
Yes,Corporate,20-29,Attrited,IT,Engineering,1173,2173,Female,Analyst,Married,No,Y,6,9,-2,0,26,Yes,724,11,3,4,1,4,86,1,1,4,19244,13556,4,13,4,80,0,11,95
Yes,Corporate,40-49,Current,Finance,Medical,1174,2174,Female,Engineer,Married,Yes,Y,7,3,-2,0,41,Yes,258,5,2,3,1,2,30,2,1,2,5257,14555,9,19,4,80,0,1,78
No,Corporate,30-39,Current,Sales,Arts,1175,2175,Female,Clerk,Single,Yes,Y,4,9,-2,0,38,Yes,845,40,5,3,1,4,36,4,2,1,11995,1190,5,20,3,80,3,17,70
Yes,Corporate,20-29,Current,Finance,Engineering,1176,2176,Male,Clerk,Married,No,Y,3,8,-2,0,29,No,295,29,3,4,1,2,76,3,2,2,10439,9399,8,10,4,80,0,40,73
No,Corporate,50-59,Current,R&D,Commerce,1177,2177,Male,Engineer,Divorced,Yes,Y,3,10,-2,0,58,Yes,809,18,2,3,1,2,86,1,5,3,3688,13709,2,18,3,80,3,30,79
Yes,Corporate,30-39,Current,Sales,Commerce,1178,2178,Female,Analyst,Single,No,Y,5,2,-2,0,31,Yes,156,21,3,4,1,3,91,4,4,2,1054,12517,1,18,2,80,3,13,41
No,Corporate,30-39,Attrited,R&D,Medical,1179,2179,Female,Engineer,Divorced,Yes,Y,4,0,-2,0,33,No,575,19,3,5,1,4,89,4,2,3,19763,9871,8,7,2,80,2,13,92
Yes,Corporate,20-29,Current,R&D,Medical,1180,2180,Male,Clerk,Married,Yes,Y,5,9,-2,0,28,No,470,37,2,5,1,1,63,1,2,3,5637,17853,9,1,1,80,0,10,12
No,Corporate,20-29,Current,Sales,Medical,1181,2181,Female,Manager,Divorced,No,Y,4,0,-2,0,22,Yes,394,49,2,3,1,4,97,2,1,3,16604,2615,0,13,1,80,1,16,6
No,Corporate,40-49,Current,R&D,Commerce,1182,2182,Female,Clerk,Married,No,Y,9,8,-2,0,43,Yes,127,8,1,2,1,4,59,3,2,1,7434,16194,3,9,5,80,3,17,81
No,Corporate,50-59,Attrited,HR,Commerce,1183,2183,Female,Executive,Divorced,No,Y,9,7,-2,0,55,No,271,25,1,4,1,4,71,2,1,1,2750,1491,4,13,5,80,0,39,59
No,Corporate,40-49,Attrited,HR,Engineering,1184,2184,Female,Executive,Divorced,No,Y,3,0,-2,0,47,No,280,20,4,5,1,3,54,3,1,4,3802,15763,8,10,2,80,2,40,25
Yes,Corporate,20-29,Attrited,Finance,Arts,1185,2185,Female,Analyst,Single,Yes,Y,2,3,-2,0,23,Yes,674,8,2,1,1,2,51,4,1,4,4604,7925,8,17,4,80,0,28,94
No,Corporate,50-59,Attrited,IT,Science,1186,2186,Male,Manager,Married,Yes,Y,5,9,-2,0,52,Yes,442,2,2,1,1,4,25,1,3,2,6229,12359,0,4,2,80,0,13,56
No,Corporate,50-59,Current,R&D,Commerce,1187,2187,Female,Engineer,Divorced,Yes,Y,7,10,-2,0,56,No,942,31,1,1,1,1,97,2,5,2,10356,16534,6,4,4,80,0,25,86
Yes,Corporate,30-39,Attrited,IT,Commerce,1188,2188,Female,Manager,Single,No,Y,7,7,-2,0,32,No,357,41,2,4,1,2,87,1,1,4,16117,12041,2,8,2,80,3,9,57
Yes,Corporate,20-29,Attrited,IT,Medical,1189,2189,Male,Manager,Single,Yes,Y,5,9,-2,0,21,Yes,844,6,4,1,1,1,45,3,5,2,4704,15201,9,10,5,80,2,23,67
Yes,Corporate,20-29,Current,Finance,Science,1190,2190,Female,Clerk,Married,Yes,Y,7,4,-2,0,20,No,825,27,1,2,1,3,43,2,5,3,5085,1605,6,6,1,80,0,30,64
Yes,Corporate,20-29,Current,Finance,Commerce,1191,2191,Female,Engineer,Divorced,No,Y,1,1,-2,0,29,Yes,105,2,5,4,1,2,71,1,5,4,13233,10964,6,5,3,80,1,6,51
No,Corporate,40-49,Current,R&D,Arts,1192,2192,Male,Executive,Divorced,No,Y,1,1,-2,0,44,Yes,358,49,3,1,1,2,64,3,3,3,7719,9053,3,19,5,80,1,22,17
No,Corporate,20-29,Attrited,R&D,Medical,1193,2193,Female,Manager,Single,Yes,Y,7,2,-2,0,23,Yes,883,15,5,3,1,3,34,4,5,4,11813,1839,0,13,1,80,3,12,32
No,Corporate,30-39,Current,R&D,Arts,1194,2194,Male,Manager,Divorced,No,Y,4,0,-2,0,36,No,848,23,3,4,1,3,69,4,3,2,3335,6233,4,23,2,80,1,38,56
No,Corporate,30-39,Attrited,Finance,Commerce,1195,2195,Female,Clerk,Divorced,Yes,Y,5,1,-2,0,39,Yes,524,41,3,5,1,2,39,3,2,4,12944,12218,6,10,5,80,3,22,25
No,Corporate,20-29,Attrited,Finance,Science,1196,2196,Male,Engineer,Divorced,Yes,Y,4,2,-2,0,22,Yes,409,28,4,3,1,1,65,1,1,4,5014,18985,4,12,2,80,2,37,2
No,Corporate,50-59,Current,IT,Engineering,1197,2197,Female,Executive,Married,No,Y,9,5,-2,0,56,No,727,5,4,2,1,3,92,4,2,1,7338,16514,0,15,3,80,1,29,49
No,Corporate,40-49,Attrited,HR,Science,1198,2198,Female,Clerk,Divorced,Yes,Y,8,3,-2,0,41,Yes,353,45,2,3,1,4,48,3,4,1,7185,15353,10,25,1,80,0,8,64
Yes,Corporate,20-29,Current,R&D,Medical,1199,2199,Female,Engineer,Single,No,Y,10,1,-2,0,26,No,319,14,3,1,1,1,31,2,3,1,17225,12946,7,3,5,80,3,20,95
No,Corporate,40-49,Current,Sales,Arts,1200,2200,Male,Executive,Married,No,Y,2,6,-2,0,41,No,617,50,3,3,1,1,77,2,5,2,10001,5423,2,12,3,80,2,0,31
No,Corporate,50-59,Current,HR,Science,1201,2201,Female,Executive,Married,No,Y,9,0,-2,0,55,Yes,903,18,5,5,1,2,92,2,2,3,7606,11706,10,11,3,80,0,40,81
